#    L    TT             EE             TE             PP             TP          
  1653    0.34248E+03    0.19146E+02   -0.26205E+02    0.72905E+05   -0.39138E+02
  1654    0.34265E+03    0.19050E+02   -0.26520E+02    0.72797E+05   -0.39057E+02
  1655    0.34286E+03    0.18952E+02   -0.26825E+02    0.72689E+05   -0.38870E+02
  1656    0.34308E+03    0.18852E+02   -0.27125E+02    0.72581E+05   -0.38581E+02
  1657    0.34330E+03    0.18750E+02   -0.27418E+02    0.72473E+05   -0.38194E+02
  1658    0.34357E+03    0.18646E+02   -0.27705E+02    0.72366E+05   -0.37712E+02
  1659    0.34385E+03    0.18541E+02   -0.27984E+02    0.72258E+05   -0.37139E+02
  1660    0.34414E+03    0.18435E+02   -0.28257E+02    0.72151E+05   -0.36478E+02
  1661    0.34446E+03    0.18326E+02   -0.28523E+02    0.72044E+05   -0.35734E+02
  1662    0.34479E+03    0.18217E+02   -0.28782E+02    0.71937E+05   -0.34908E+02
  1663    0.34515E+03    0.18106E+02   -0.29033E+02    0.71831E+05   -0.34006E+02
  1664    0.34551E+03    0.17993E+02   -0.29276E+02    0.71724E+05   -0.33031E+02
  1665    0.34589E+03    0.17879E+02   -0.29513E+02    0.71618E+05   -0.31986E+02
  1666    0.34630E+03    0.17763E+02   -0.29743E+02    0.71512E+05   -0.30874E+02
  1667    0.34671E+03    0.17647E+02   -0.29964E+02    0.71406E+05   -0.29701E+02
  1668    0.34714E+03    0.17529E+02   -0.30179E+02    0.71300E+05   -0.28468E+02
  1669    0.34759E+03    0.17410E+02   -0.30385E+02    0.71195E+05   -0.27180E+02
  1670    0.34804E+03    0.17290E+02   -0.30584E+02    0.71089E+05   -0.25840E+02
  1671    0.34852E+03    0.17168E+02   -0.30776E+02    0.70984E+05   -0.24452E+02
  1672    0.34900E+03    0.17046E+02   -0.30959E+02    0.70879E+05   -0.23019E+02
  1673    0.34949E+03    0.16922E+02   -0.31135E+02    0.70774E+05   -0.21546E+02
  1674    0.35000E+03    0.16798E+02   -0.31303E+02    0.70670E+05   -0.20035E+02
  1675    0.35050E+03    0.16672E+02   -0.31463E+02    0.70565E+05   -0.18490E+02
  1676    0.35103E+03    0.16545E+02   -0.31615E+02    0.70461E+05   -0.16915E+02
  1677    0.35157E+03    0.16418E+02   -0.31760E+02    0.70357E+05   -0.15313E+02
  1678    0.35210E+03    0.16289E+02   -0.31896E+02    0.70253E+05   -0.13688E+02
  1679    0.35265E+03    0.16161E+02   -0.32025E+02    0.70149E+05   -0.12043E+02
  1680    0.35321E+03    0.16031E+02   -0.32145E+02    0.70046E+05   -0.10383E+02
  1681    0.35377E+03    0.15899E+02   -0.32257E+02    0.69942E+05   -0.87100E+01
  1682    0.35433E+03    0.15768E+02   -0.32362E+02    0.69839E+05   -0.70284E+01
  1683    0.35491E+03    0.15637E+02   -0.32459E+02    0.69736E+05   -0.53417E+01
  1684    0.35549E+03    0.15505E+02   -0.32548E+02    0.69633E+05   -0.36534E+01
  1685    0.35608E+03    0.15372E+02   -0.32629E+02    0.69531E+05   -0.19671E+01
  1686    0.35667E+03    0.15239E+02   -0.32700E+02    0.69428E+05   -0.28640E+00
  1687    0.35725E+03    0.15105E+02   -0.32765E+02    0.69326E+05    0.13852E+01
  1688    0.35785E+03    0.14971E+02   -0.32822E+02    0.69224E+05    0.30440E+01
  1689    0.35844E+03    0.14837E+02   -0.32869E+02    0.69122E+05    0.46865E+01
  1690    0.35903E+03    0.14703E+02   -0.32910E+02    0.69020E+05    0.63090E+01
  1691    0.35963E+03    0.14569E+02   -0.32943E+02    0.68918E+05    0.79081E+01
  1692    0.36023E+03    0.14433E+02   -0.32967E+02    0.68817E+05    0.94801E+01
  1693    0.36083E+03    0.14298E+02   -0.32984E+02    0.68715E+05    0.11021E+02
  1694    0.36142E+03    0.14163E+02   -0.32994E+02    0.68614E+05    0.12528E+02
  1695    0.36202E+03    0.14027E+02   -0.32994E+02    0.68513E+05    0.13998E+02
  1696    0.36261E+03    0.13893E+02   -0.32988E+02    0.68413E+05    0.15425E+02
  1697    0.36319E+03    0.13757E+02   -0.32973E+02    0.68312E+05    0.16808E+02
  1698    0.36378E+03    0.13622E+02   -0.32952E+02    0.68211E+05    0.18142E+02
  1699    0.36437E+03    0.13487E+02   -0.32921E+02    0.68111E+05    0.19424E+02
  1700    0.36495E+03    0.13351E+02   -0.32884E+02    0.68011E+05    0.20651E+02
  1701    0.36551E+03    0.13217E+02   -0.32839E+02    0.67911E+05    0.21818E+02
  1702    0.36609E+03    0.13082E+02   -0.32786E+02    0.67811E+05    0.22928E+02
  1703    0.36665E+03    0.12949E+02   -0.32727E+02    0.67712E+05    0.23981E+02
  1704    0.36721E+03    0.12814E+02   -0.32660E+02    0.67612E+05    0.24979E+02
  1705    0.36776E+03    0.12681E+02   -0.32585E+02    0.67513E+05    0.25923E+02
  1706    0.36830E+03    0.12547E+02   -0.32503E+02    0.67414E+05    0.26813E+02
  1707    0.36884E+03    0.12413E+02   -0.32415E+02    0.67315E+05    0.27653E+02
  1708    0.36937E+03    0.12281E+02   -0.32318E+02    0.67216E+05    0.28442E+02
  1709    0.36990E+03    0.12150E+02   -0.32215E+02    0.67118E+05    0.29183E+02
  1710    0.37041E+03    0.12020E+02   -0.32105E+02    0.67019E+05    0.29877E+02
  1711    0.37090E+03    0.11891E+02   -0.31987E+02    0.66921E+05    0.30524E+02
  1712    0.37140E+03    0.11761E+02   -0.31863E+02    0.66823E+05    0.31127E+02
  1713    0.37188E+03    0.11632E+02   -0.31733E+02    0.66725E+05    0.31686E+02
  1714    0.37234E+03    0.11504E+02   -0.31595E+02    0.66627E+05    0.32203E+02
  1715    0.37280E+03    0.11376E+02   -0.31451E+02    0.66530E+05    0.32679E+02
  1716    0.37325E+03    0.11250E+02   -0.31301E+02    0.66432E+05    0.33116E+02
  1717    0.37368E+03    0.11124E+02   -0.31144E+02    0.66335E+05    0.33515E+02
  1718    0.37409E+03    0.11000E+02   -0.30981E+02    0.66238E+05    0.33877E+02
  1719    0.37450E+03    0.10876E+02   -0.30811E+02    0.66141E+05    0.34204E+02
  1720    0.37490E+03    0.10754E+02   -0.30636E+02    0.66044E+05    0.34496E+02
  1721    0.37528E+03    0.10633E+02   -0.30454E+02    0.65947E+05    0.34756E+02
  1722    0.37565E+03    0.10512E+02   -0.30267E+02    0.65851E+05    0.34984E+02
  1723    0.37601E+03    0.10392E+02   -0.30074E+02    0.65755E+05    0.35183E+02
  1724    0.37634E+03    0.10274E+02   -0.29875E+02    0.65659E+05    0.35352E+02
  1725    0.37666E+03    0.10156E+02   -0.29671E+02    0.65563E+05    0.35494E+02
  1726    0.37696E+03    0.10041E+02   -0.29461E+02    0.65467E+05    0.35610E+02
  1727    0.37725E+03    0.99256E+01   -0.29246E+02    0.65371E+05    0.35701E+02
  1728    0.37753E+03    0.98133E+01   -0.29026E+02    0.65276E+05    0.35768E+02
  1729    0.37779E+03    0.97017E+01   -0.28800E+02    0.65180E+05    0.35814E+02
  1730    0.37802E+03    0.95907E+01   -0.28569E+02    0.65085E+05    0.35838E+02
  1731    0.37824E+03    0.94810E+01   -0.28334E+02    0.64990E+05    0.35843E+02
  1732    0.37844E+03    0.93727E+01   -0.28093E+02    0.64895E+05    0.35830E+02
  1733    0.37863E+03    0.92665E+01   -0.27848E+02    0.64801E+05    0.35800E+02
  1734    0.37880E+03    0.91609E+01   -0.27599E+02    0.64706E+05    0.35754E+02
  1735    0.37894E+03    0.90575E+01   -0.27343E+02    0.64612E+05    0.35695E+02
  1736    0.37908E+03    0.89546E+01   -0.27086E+02    0.64517E+05    0.35622E+02
  1737    0.37919E+03    0.88546E+01   -0.26823E+02    0.64423E+05    0.35538E+02
  1738    0.37928E+03    0.87553E+01   -0.26556E+02    0.64329E+05    0.35444E+02
  1739    0.37936E+03    0.86580E+01   -0.26285E+02    0.64236E+05    0.35341E+02
  1740    0.37941E+03    0.85621E+01   -0.26011E+02    0.64142E+05    0.35230E+02
  1741    0.37946E+03    0.84676E+01   -0.25732E+02    0.64049E+05    0.35113E+02
  1742    0.37947E+03    0.83752E+01   -0.25451E+02    0.63955E+05    0.34991E+02
  1743    0.37947E+03    0.82842E+01   -0.25165E+02    0.63862E+05    0.34866E+02
  1744    0.37944E+03    0.81953E+01   -0.24877E+02    0.63769E+05    0.34739E+02
  1745    0.37940E+03    0.81070E+01   -0.24586E+02    0.63677E+05    0.34610E+02
  1746    0.37933E+03    0.80215E+01   -0.24291E+02    0.63584E+05    0.34482E+02
  1747    0.37925E+03    0.79382E+01   -0.23993E+02    0.63491E+05    0.34356E+02
  1748    0.37914E+03    0.78570E+01   -0.23693E+02    0.63399E+05    0.34233E+02
  1749    0.37901E+03    0.77765E+01   -0.23389E+02    0.63307E+05    0.34114E+02
  1750    0.37886E+03    0.76980E+01   -0.23083E+02    0.63215E+05    0.34001E+02
  1751    0.37869E+03    0.76209E+01   -0.22776E+02    0.63123E+05    0.33894E+02
  1752    0.37850E+03    0.75452E+01   -0.22465E+02    0.63031E+05    0.33795E+02
  1753    0.37829E+03    0.74709E+01   -0.22153E+02    0.62940E+05    0.33701E+02
  1754    0.37806E+03    0.73994E+01   -0.21839E+02    0.62848E+05    0.33613E+02
  1755    0.37780E+03    0.73306E+01   -0.21522E+02    0.62757E+05    0.33531E+02
  1756    0.37754E+03    0.72627E+01   -0.21204E+02    0.62666E+05    0.33453E+02
  1757    0.37724E+03    0.71967E+01   -0.20885E+02    0.62575E+05    0.33379E+02
  1758    0.37692E+03    0.71326E+01   -0.20564E+02    0.62484E+05    0.33310E+02
  1759    0.37658E+03    0.70705E+01   -0.20243E+02    0.62393E+05    0.33243E+02
  1760    0.37622E+03    0.70104E+01   -0.19919E+02    0.62303E+05    0.33180E+02
  1761    0.37584E+03    0.69523E+01   -0.19595E+02    0.62212E+05    0.33119E+02
  1762    0.37543E+03    0.68960E+01   -0.19270E+02    0.62122E+05    0.33060E+02
  1763    0.37501E+03    0.68418E+01   -0.18944E+02    0.62032E+05    0.33002E+02
  1764    0.37458E+03    0.67897E+01   -0.18618E+02    0.61942E+05    0.32946E+02
  1765    0.37411E+03    0.67394E+01   -0.18291E+02    0.61852E+05    0.32890E+02
  1766    0.37362E+03    0.66911E+01   -0.17964E+02    0.61763E+05    0.32834E+02
  1767    0.37311E+03    0.66446E+01   -0.17636E+02    0.61673E+05    0.32778E+02
  1768    0.37258E+03    0.66003E+01   -0.17309E+02    0.61584E+05    0.32721E+02
  1769    0.37204E+03    0.65578E+01   -0.16982E+02    0.61495E+05    0.32663E+02
  1770    0.37146E+03    0.65173E+01   -0.16654E+02    0.61406E+05    0.32603E+02
  1771    0.37087E+03    0.64788E+01   -0.16328E+02    0.61317E+05    0.32541E+02
  1772    0.37027E+03    0.64422E+01   -0.16002E+02    0.61228E+05    0.32477E+02
  1773    0.36962E+03    0.64075E+01   -0.15676E+02    0.61140E+05    0.32409E+02
  1774    0.36897E+03    0.63749E+01   -0.15351E+02    0.61051E+05    0.32338E+02
  1775    0.36830E+03    0.63442E+01   -0.15028E+02    0.60963E+05    0.32262E+02
  1776    0.36762E+03    0.63154E+01   -0.14704E+02    0.60875E+05    0.32182E+02
  1777    0.36689E+03    0.62887E+01   -0.14383E+02    0.60787E+05    0.32098E+02
  1778    0.36616E+03    0.62638E+01   -0.14063E+02    0.60699E+05    0.32007E+02
  1779    0.36541E+03    0.62410E+01   -0.13744E+02    0.60611E+05    0.31911E+02
  1780    0.36464E+03    0.62200E+01   -0.13426E+02    0.60523E+05    0.31809E+02
  1781    0.36385E+03    0.62009E+01   -0.13110E+02    0.60436E+05    0.31699E+02
  1782    0.36303E+03    0.61838E+01   -0.12796E+02    0.60349E+05    0.31583E+02
  1783    0.36220E+03    0.61686E+01   -0.12484E+02    0.60262E+05    0.31459E+02
  1784    0.36136E+03    0.61552E+01   -0.12173E+02    0.60175E+05    0.31326E+02
  1785    0.36049E+03    0.61437E+01   -0.11865E+02    0.60088E+05    0.31185E+02
  1786    0.35961E+03    0.61341E+01   -0.11559E+02    0.60001E+05    0.31035E+02
  1787    0.35871E+03    0.61265E+01   -0.11254E+02    0.59914E+05    0.30875E+02
  1788    0.35780E+03    0.61206E+01   -0.10954E+02    0.59828E+05    0.30705E+02
  1789    0.35686E+03    0.61166E+01   -0.10655E+02    0.59742E+05    0.30525E+02
  1790    0.35590E+03    0.61144E+01   -0.10359E+02    0.59656E+05    0.30333E+02
  1791    0.35493E+03    0.61140E+01   -0.10066E+02    0.59570E+05    0.30130E+02
  1792    0.35395E+03    0.61154E+01   -0.97757E+01    0.59484E+05    0.29916E+02
  1793    0.35293E+03    0.61185E+01   -0.94882E+01    0.59398E+05    0.29689E+02
  1794    0.35192E+03    0.61234E+01   -0.92039E+01    0.59312E+05    0.29449E+02
  1795    0.35089E+03    0.61302E+01   -0.89230E+01    0.59227E+05    0.29196E+02
  1796    0.34981E+03    0.61386E+01   -0.86447E+01    0.59142E+05    0.28929E+02
  1797    0.34876E+03    0.61487E+01   -0.83703E+01    0.59056E+05    0.28648E+02
  1798    0.34767E+03    0.61604E+01   -0.80985E+01    0.58971E+05    0.28352E+02
  1799    0.34657E+03    0.61740E+01   -0.78308E+01    0.58886E+05    0.28041E+02
  1800    0.34546E+03    0.61891E+01   -0.75671E+01    0.58802E+05    0.27714E+02
  1801    0.34434E+03    0.62059E+01   -0.73063E+01    0.58717E+05    0.27372E+02
  1802    0.34322E+03    0.62242E+01   -0.70498E+01    0.58633E+05    0.27015E+02
  1803    0.34207E+03    0.62441E+01   -0.67976E+01    0.58548E+05    0.26644E+02
  1804    0.34090E+03    0.62656E+01   -0.65483E+01    0.58464E+05    0.26261E+02
  1805    0.33971E+03    0.62886E+01   -0.63036E+01    0.58380E+05    0.25867E+02
  1806    0.33853E+03    0.63133E+01   -0.60629E+01    0.58296E+05    0.25463E+02
  1807    0.33732E+03    0.63394E+01   -0.58265E+01    0.58212E+05    0.25050E+02
  1808    0.33611E+03    0.63669E+01   -0.55943E+01    0.58129E+05    0.24629E+02
  1809    0.33489E+03    0.63957E+01   -0.53664E+01    0.58045E+05    0.24203E+02
  1810    0.33365E+03    0.64261E+01   -0.51431E+01    0.57962E+05    0.23771E+02
  1811    0.33240E+03    0.64578E+01   -0.49241E+01    0.57878E+05    0.23336E+02
  1812    0.33114E+03    0.64910E+01   -0.47099E+01    0.57795E+05    0.22898E+02
  1813    0.32988E+03    0.65254E+01   -0.45002E+01    0.57712E+05    0.22458E+02
  1814    0.32860E+03    0.65612E+01   -0.42953E+01    0.57629E+05    0.22019E+02
  1815    0.32732E+03    0.65982E+01   -0.40950E+01    0.57547E+05    0.21580E+02
  1816    0.32603E+03    0.66365E+01   -0.38998E+01    0.57464E+05    0.21144E+02
  1817    0.32472E+03    0.66760E+01   -0.37092E+01    0.57382E+05    0.20711E+02
  1818    0.32340E+03    0.67167E+01   -0.35236E+01    0.57299E+05    0.20284E+02
  1819    0.32206E+03    0.67587E+01   -0.33430E+01    0.57217E+05    0.19862E+02
  1820    0.32074E+03    0.68016E+01   -0.31675E+01    0.57135E+05    0.19447E+02
  1821    0.31941E+03    0.68458E+01   -0.29970E+01    0.57053E+05    0.19041E+02
  1822    0.31807E+03    0.68910E+01   -0.28317E+01    0.56971E+05    0.18645E+02
  1823    0.31675E+03    0.69374E+01   -0.26715E+01    0.56890E+05    0.18259E+02
  1824    0.31540E+03    0.69844E+01   -0.25164E+01    0.56808E+05    0.17886E+02
  1825    0.31404E+03    0.70324E+01   -0.23668E+01    0.56727E+05    0.17526E+02
  1826    0.31268E+03    0.70822E+01   -0.22223E+01    0.56646E+05    0.17180E+02
  1827    0.31133E+03    0.71325E+01   -0.20831E+01    0.56564E+05    0.16851E+02
  1828    0.30995E+03    0.71836E+01   -0.19493E+01    0.56483E+05    0.16538E+02
  1829    0.30858E+03    0.72348E+01   -0.18207E+01    0.56403E+05    0.16244E+02
  1830    0.30720E+03    0.72883E+01   -0.16976E+01    0.56322E+05    0.15969E+02
  1831    0.30583E+03    0.73419E+01   -0.15799E+01    0.56241E+05    0.15714E+02
  1832    0.30444E+03    0.73962E+01   -0.14676E+01    0.56161E+05    0.15482E+02
  1833    0.30306E+03    0.74514E+01   -0.13607E+01    0.56080E+05    0.15273E+02
  1834    0.30168E+03    0.75066E+01   -0.12594E+01    0.56000E+05    0.15088E+02
  1835    0.30030E+03    0.75633E+01   -0.11634E+01    0.55920E+05    0.14929E+02
  1836    0.29891E+03    0.76217E+01   -0.10730E+01    0.55840E+05    0.14797E+02
  1837    0.29752E+03    0.76786E+01   -0.98806E+00    0.55760E+05    0.14693E+02
  1838    0.29614E+03    0.77371E+01   -0.90868E+00    0.55681E+05    0.14618E+02
  1839    0.29474E+03    0.77964E+01   -0.83473E+00    0.55601E+05    0.14573E+02
  1840    0.29336E+03    0.78550E+01   -0.76637E+00    0.55522E+05    0.14560E+02
  1841    0.29198E+03    0.79152E+01   -0.70345E+00    0.55442E+05    0.14581E+02
  1842    0.29059E+03    0.79755E+01   -0.64606E+00    0.55363E+05    0.14635E+02
  1843    0.28921E+03    0.80358E+01   -0.59421E+00    0.55284E+05    0.14725E+02
  1844    0.28783E+03    0.80970E+01   -0.54775E+00    0.55205E+05    0.14852E+02
  1845    0.28647E+03    0.81583E+01   -0.50684E+00    0.55126E+05    0.15016E+02
  1846    0.28509E+03    0.82204E+01   -0.47126E+00    0.55047E+05    0.15219E+02
  1847    0.28372E+03    0.82826E+01   -0.44132E+00    0.54969E+05    0.15463E+02
  1848    0.28235E+03    0.83449E+01   -0.41666E+00    0.54890E+05    0.15748E+02
  1849    0.28099E+03    0.84073E+01   -0.39743E+00    0.54812E+05    0.16076E+02
  1850    0.27963E+03    0.84698E+01   -0.38356E+00    0.54734E+05    0.16448E+02
  1851    0.27825E+03    0.85331E+01   -0.37507E+00    0.54656E+05    0.16865E+02
  1852    0.27691E+03    0.85973E+01   -0.37195E+00    0.54578E+05    0.17326E+02
  1853    0.27556E+03    0.86601E+01   -0.37407E+00    0.54500E+05    0.17828E+02
  1854    0.27422E+03    0.87229E+01   -0.38159E+00    0.54422E+05    0.18371E+02
  1855    0.27288E+03    0.87852E+01   -0.39428E+00    0.54345E+05    0.18952E+02
  1856    0.27156E+03    0.88482E+01   -0.41208E+00    0.54267E+05    0.19571E+02
  1857    0.27023E+03    0.89122E+01   -0.43515E+00    0.54190E+05    0.20225E+02
  1858    0.26892E+03    0.89747E+01   -0.46334E+00    0.54113E+05    0.20913E+02
  1859    0.26761E+03    0.90381E+01   -0.49674E+00    0.54036E+05    0.21633E+02
  1860    0.26631E+03    0.91000E+01   -0.53506E+00    0.53959E+05    0.22383E+02
  1861    0.26502E+03    0.91628E+01   -0.57852E+00    0.53882E+05    0.23163E+02
  1862    0.26374E+03    0.92250E+01   -0.62684E+00    0.53805E+05    0.23970E+02
  1863    0.26246E+03    0.92873E+01   -0.68002E+00    0.53728E+05    0.24803E+02
  1864    0.26120E+03    0.93504E+01   -0.73815E+00    0.53652E+05    0.25660E+02
  1865    0.25994E+03    0.94121E+01   -0.80108E+00    0.53576E+05    0.26539E+02
  1866    0.25870E+03    0.94732E+01   -0.86883E+00    0.53499E+05    0.27440E+02
  1867    0.25745E+03    0.95343E+01   -0.94109E+00    0.53423E+05    0.28359E+02
  1868    0.25622E+03    0.95948E+01   -0.10182E+01    0.53347E+05    0.29297E+02
  1869    0.25501E+03    0.96547E+01   -0.10997E+01    0.53271E+05    0.30250E+02
  1870    0.25380E+03    0.97147E+01   -0.11860E+01    0.53196E+05    0.31218E+02
  1871    0.25260E+03    0.97747E+01   -0.12765E+01    0.53120E+05    0.32198E+02
  1872    0.25142E+03    0.98334E+01   -0.13717E+01    0.53044E+05    0.33190E+02
  1873    0.25025E+03    0.98921E+01   -0.14710E+01    0.52969E+05    0.34191E+02
  1874    0.24909E+03    0.99495E+01   -0.15748E+01    0.52894E+05    0.35200E+02
  1875    0.24794E+03    0.10007E+02   -0.16827E+01    0.52818E+05    0.36215E+02
  1876    0.24680E+03    0.10064E+02   -0.17947E+01    0.52743E+05    0.37235E+02
  1877    0.24568E+03    0.10120E+02   -0.19109E+01    0.52669E+05    0.38258E+02
  1878    0.24456E+03    0.10175E+02   -0.20311E+01    0.52594E+05    0.39282E+02
  1879    0.24346E+03    0.10229E+02   -0.21550E+01    0.52519E+05    0.40306E+02
  1880    0.24238E+03    0.10282E+02   -0.22830E+01    0.52444E+05    0.41329E+02
  1881    0.24130E+03    0.10335E+02   -0.24146E+01    0.52370E+05    0.42348E+02
  1882    0.24024E+03    0.10388E+02   -0.25499E+01    0.52296E+05    0.43361E+02
  1883    0.23920E+03    0.10439E+02   -0.26889E+01    0.52221E+05    0.44368E+02
  1884    0.23817E+03    0.10490E+02   -0.28314E+01    0.52147E+05    0.45367E+02
  1885    0.23715E+03    0.10540E+02   -0.29774E+01    0.52073E+05    0.46356E+02
  1886    0.23614E+03    0.10589E+02   -0.31267E+01    0.51999E+05    0.47333E+02
  1887    0.23515E+03    0.10637E+02   -0.32794E+01    0.51926E+05    0.48297E+02
  1888    0.23418E+03    0.10684E+02   -0.34353E+01    0.51852E+05    0.49247E+02
  1889    0.23322E+03    0.10730E+02   -0.35943E+01    0.51778E+05    0.50180E+02
  1890    0.23227E+03    0.10776E+02   -0.37565E+01    0.51705E+05    0.51094E+02
  1891    0.23135E+03    0.10821E+02   -0.39215E+01    0.51632E+05    0.51989E+02
  1892    0.23043E+03    0.10864E+02   -0.40896E+01    0.51558E+05    0.52863E+02
  1893    0.22953E+03    0.10907E+02   -0.42603E+01    0.51485E+05    0.53714E+02
  1894    0.22864E+03    0.10948E+02   -0.44337E+01    0.51412E+05    0.54540E+02
  1895    0.22777E+03    0.10989E+02   -0.46097E+01    0.51339E+05    0.55341E+02
  1896    0.22691E+03    0.11029E+02   -0.47884E+01    0.51267E+05    0.56113E+02
  1897    0.22608E+03    0.11067E+02   -0.49694E+01    0.51194E+05    0.56856E+02
  1898    0.22525E+03    0.11104E+02   -0.51530E+01    0.51122E+05    0.57568E+02
  1899    0.22445E+03    0.11140E+02   -0.53387E+01    0.51049E+05    0.58247E+02
  1900    0.22365E+03    0.11175E+02   -0.55268E+01    0.50977E+05    0.58892E+02
  1901    0.22288E+03    0.11209E+02   -0.57171E+01    0.50905E+05    0.59502E+02
  1902    0.22212E+03    0.11241E+02   -0.59093E+01    0.50833E+05    0.60075E+02
  1903    0.22137E+03    0.11272E+02   -0.61031E+01    0.50761E+05    0.60611E+02
  1904    0.22066E+03    0.11303E+02   -0.62984E+01    0.50689E+05    0.61110E+02
  1905    0.21994E+03    0.11332E+02   -0.64961E+01    0.50617E+05    0.61572E+02
  1906    0.21924E+03    0.11360E+02   -0.66957E+01    0.50545E+05    0.61996E+02
  1907    0.21856E+03    0.11387E+02   -0.68955E+01    0.50474E+05    0.62382E+02
  1908    0.21790E+03    0.11413E+02   -0.70979E+01    0.50402E+05    0.62729E+02
  1909    0.21725E+03    0.11437E+02   -0.73007E+01    0.50331E+05    0.63037E+02
  1910    0.21661E+03    0.11461E+02   -0.75052E+01    0.50260E+05    0.63306E+02
  1911    0.21600E+03    0.11483E+02   -0.77115E+01    0.50189E+05    0.63535E+02
  1912    0.21540E+03    0.11503E+02   -0.79174E+01    0.50118E+05    0.63723E+02
  1913    0.21483E+03    0.11522E+02   -0.81244E+01    0.50047E+05    0.63871E+02
  1914    0.21426E+03    0.11540E+02   -0.83324E+01    0.49976E+05    0.63979E+02
  1915    0.21372E+03    0.11557E+02   -0.85415E+01    0.49906E+05    0.64044E+02
  1916    0.21318E+03    0.11572E+02   -0.87509E+01    0.49835E+05    0.64068E+02
  1917    0.21267E+03    0.11586E+02   -0.89614E+01    0.49765E+05    0.64050E+02
  1918    0.21217E+03    0.11599E+02   -0.91722E+01    0.49694E+05    0.63990E+02
  1919    0.21169E+03    0.11610E+02   -0.93833E+01    0.49624E+05    0.63886E+02
  1920    0.21122E+03    0.11620E+02   -0.95948E+01    0.49554E+05    0.63740E+02
  1921    0.21076E+03    0.11629E+02   -0.98058E+01    0.49484E+05    0.63549E+02
  1922    0.21034E+03    0.11636E+02   -0.10017E+02    0.49414E+05    0.63315E+02
  1923    0.20992E+03    0.11643E+02   -0.10228E+02    0.49344E+05    0.63036E+02
  1924    0.20950E+03    0.11647E+02   -0.10439E+02    0.49275E+05    0.62712E+02
  1925    0.20913E+03    0.11650E+02   -0.10651E+02    0.49205E+05    0.62343E+02
  1926    0.20875E+03    0.11653E+02   -0.10861E+02    0.49136E+05    0.61928E+02
  1927    0.20838E+03    0.11654E+02   -0.11073E+02    0.49066E+05    0.61467E+02
  1928    0.20805E+03    0.11654E+02   -0.11281E+02    0.48997E+05    0.60960E+02
  1929    0.20772E+03    0.11652E+02   -0.11491E+02    0.48928E+05    0.60406E+02
  1930    0.20741E+03    0.11649E+02   -0.11699E+02    0.48859E+05    0.59805E+02
  1931    0.20712E+03    0.11644E+02   -0.11907E+02    0.48790E+05    0.59157E+02
  1932    0.20684E+03    0.11638E+02   -0.12113E+02    0.48721E+05    0.58460E+02
  1933    0.20658E+03    0.11631E+02   -0.12319E+02    0.48652E+05    0.57715E+02
  1934    0.20633E+03    0.11623E+02   -0.12524E+02    0.48584E+05    0.56921E+02
  1935    0.20610E+03    0.11612E+02   -0.12728E+02    0.48515E+05    0.56078E+02
  1936    0.20588E+03    0.11602E+02   -0.12931E+02    0.48447E+05    0.55186E+02
  1937    0.20567E+03    0.11588E+02   -0.13131E+02    0.48378E+05    0.54243E+02
  1938    0.20548E+03    0.11575E+02   -0.13331E+02    0.48310E+05    0.53251E+02
  1939    0.20531E+03    0.11559E+02   -0.13530E+02    0.48242E+05    0.52208E+02
  1940    0.20514E+03    0.11543E+02   -0.13727E+02    0.48174E+05    0.51113E+02
  1941    0.20500E+03    0.11525E+02   -0.13922E+02    0.48106E+05    0.49967E+02
  1942    0.20486E+03    0.11506E+02   -0.14115E+02    0.48038E+05    0.48770E+02
  1943    0.20474E+03    0.11486E+02   -0.14307E+02    0.47971E+05    0.47520E+02
  1944    0.20464E+03    0.11463E+02   -0.14497E+02    0.47903E+05    0.46217E+02
  1945    0.20453E+03    0.11441E+02   -0.14684E+02    0.47836E+05    0.44861E+02
  1946    0.20446E+03    0.11417E+02   -0.14871E+02    0.47768E+05    0.43452E+02
  1947    0.20438E+03    0.11392E+02   -0.15055E+02    0.47701E+05    0.41989E+02
  1948    0.20433E+03    0.11365E+02   -0.15237E+02    0.47634E+05    0.40472E+02
  1949    0.20428E+03    0.11337E+02   -0.15416E+02    0.47567E+05    0.38901E+02
  1950    0.20425E+03    0.11308E+02   -0.15594E+02    0.47500E+05    0.37274E+02
  1951    0.20423E+03    0.11278E+02   -0.15768E+02    0.47433E+05    0.35593E+02
  1952    0.20422E+03    0.11246E+02   -0.15940E+02    0.47366E+05    0.33859E+02
  1953    0.20423E+03    0.11213E+02   -0.16110E+02    0.47299E+05    0.32077E+02
  1954    0.20424E+03    0.11179E+02   -0.16278E+02    0.47233E+05    0.30249E+02
  1955    0.20427E+03    0.11145E+02   -0.16443E+02    0.47166E+05    0.28379E+02
  1956    0.20430E+03    0.11108E+02   -0.16605E+02    0.47100E+05    0.26469E+02
  1957    0.20438E+03    0.11071E+02   -0.16764E+02    0.47034E+05    0.24524E+02
  1958    0.20441E+03    0.11032E+02   -0.16921E+02    0.46968E+05    0.22546E+02
  1959    0.20448E+03    0.10992E+02   -0.17075E+02    0.46901E+05    0.20539E+02
  1960    0.20455E+03    0.10952E+02   -0.17226E+02    0.46836E+05    0.18506E+02
  1961    0.20464E+03    0.10911E+02   -0.17374E+02    0.46770E+05    0.16450E+02
